"Genename","X","GENE","CHR","START","STOP","NSNPS","NPARAM","N","ZSTAT","P","X.1","cell_type","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MAPK8IP1",334,9479,11,45872047,45938016,191,47,455258,2.7271,0.0031944,NA,"endothelial",0.219302649679319,0.360602320442382,0.125,0,1
"MARCH5",543,54708,10,94015920,94123721,277,28,455258,1.9792,0.023898,NA,"macrophage",0.371093369522698,-0.961496301478887,0,0.25,1
"MARCH6",368,10299,5,10318751,10450500,237,26,455258,1.9906,0.023265,NA,"macrophage",0.131210414512999,-2.21043812560047,0,0.5,1
"MARCH6",368,10299,5,10318751,10450500,237,26,455258,1.9906,0.023265,NA,"endothelial",0.190957671407233,0.760362916782205,0.75,0.5,1
"MARK4",628,57787,19,45719516,45818541,385,36,455258,7.1369,4.7737e-13,NA,"endothelial",1,0.311643612468899,0.125,0.143,1
"MARK4",628,57787,19,45719516,45818541,385,36,455258,7.1369,4.7737e-13,NA,"macrophage",0.371093369522698,-0.727099676953022,0,0.25,1
"MBLAC2",846,153364,5,89744020,89805585,163,32,455258,2.1362,0.016333,NA,"endothelial",0.219302649679319,0.291715123999426,0.125,0,1
"MBOAT7",666,79143,19,54667106,54728733,372,45,455258,2.2251,0.013038,NA,"endothelial",0.304978908217208,-0.73986828530314,0,0.143,1
"MBOAT7",666,79143,19,54667106,54728733,372,45,455258,2.2251,0.013038,NA,"macrophage",0.308369335861521,-1.27701888529669,0.2,0.5,1
"MCCC1",610,56922,3,182723006,182852373,416,33,455258,2.522,0.0058347,NA,"endothelial",0.104636341766315,0.707201646943379,0.375,0.071,1
"MCM7",152,4176,7,99680351,99734563,168,35,455258,3.3719,0.00037319,NA,"macrophage",0.371093369522698,-0.961496301478887,0,0.25,1
"MED10",724,84246,5,6362039,6413639,204,26,455258,2.4961,0.0062792,NA,"endothelial",0.188525795669001,-0.647328943147161,0,0.214,1
"METAP1",439,23173,4,99881788,99993960,372,23,455258,2.1615,0.01533,NA,"endothelial",0.304978908217208,-0.277129519279851,0,0.143,1
"METAP1",439,23173,4,99881788,99993960,372,23,455258,2.1615,0.01533,NA,"macrophage",0.371093369522698,-1.35426173459129,0,0.25,1
"METAP2",401,10988,12,95832822,95919615,458,30,455258,2.7551,0.0029337,NA,"endothelial",0.11593464690589,-0.798795805882969,0,0.286,1
"METTL17",646,64745,14,21422432,21475194,258,35,455258,2.1159,0.017175,NA,"macrophage",1,0.404705187313206,0.2,0.25,1
"MGMT",154,4255,10,131230454,131575783,1703,75,455258,2.7048,0.0034169,NA,"endothelial",0.33879487186911,1.19280720107825,0.375,0.214,1
"MGMT",154,4255,10,131230454,131575783,1703,75,455258,2.7048,0.0034169,NA,"macrophage",0.109435597874024,1.71969133830199,0.6,0,1
"MGST3",155,4259,1,165565110,165635373,415,37,455258,1.9801,0.023846,NA,"endothelial",0.0448942830782322,-1.22198496559065,0.25,0.643,1
"MGST3",155,4259,1,165565110,165635373,415,37,455258,1.9801,0.023846,NA,"macrophage",0.308369335861521,-0.805168716173623,0.2,0.5,1
"MICAL1",648,64780,6,109755265,109822171,225,36,455258,2.3238,0.010069,NA,"macrophage",0.701155381756796,-0.36696153741715,0.6,0.5,1
"MICAL1",648,64780,6,109755265,109822171,225,36,455258,2.3238,0.010069,NA,"endothelial",0.0232197190414461,-1.26924830018915,0,0.5,1
"MINK1",506,50488,17,4701635,4811356,502,47,455258,3.5846,0.00016881,NA,"endothelial",0.304978908217208,-0.689399075827979,0,0.143,1
"MORF4L1",395,10933,15,79097903,79200081,492,29,455258,1.9965,0.022939,NA,"microglia",1.50950800709903e-08,0.285137853421993,0.301,0.175,0.000413499528384636
"MORF4L1",395,10933,15,79097903,79200081,492,29,455258,1.9965,0.022939,NA,"hybrid",0.0546482327758669,0.360584491281404,0.216,0.162,1
"MORF4L1",395,10933,15,79097903,79200081,492,29,455258,1.9965,0.022939,NA,"macrophage",0.371093369522698,-0.961496301478887,0,0.25,1
"MORF4L1",395,10933,15,79097903,79200081,492,29,455258,1.9965,0.022939,NA,"endothelial",0.0699206457868955,-0.834572025066493,0,0.357,1
"MR1",123,3140,1,180967561,181041074,262,38,455258,1.9691,0.024471,NA,"macrophage",0.502334954360502,0.957919848624492,0.2,0,1
"MR1",123,3140,1,180967561,181041074,262,38,455258,1.9691,0.024471,NA,"endothelial",0.304978908217208,-0.268254110619077,0,0.143,1
"MRPL35",521,51318,2,86391478,86450913,266,17,455258,2.1313,0.016534,NA,"endothelial",0.219302649679319,0.582281978308029,0.125,0,1
"MRPL55",808,128308,1,228284380,228332037,109,26,455258,2.6381,0.0041687,NA,"endothelial",0.681566892794477,0.256789971518187,0.125,0.071,1
"MS4A4A",524,51338,11,60013014,60086445,264,29,455258,7.1735,3.655e-13,NA,"microglia",1.1198188210653e-11,0.396033306163435,0.199,0.084,3.06751969654418e-07
"MS4A4A",524,51338,11,60013014,60086445,264,29,455258,7.1735,3.655e-13,NA,"macrophage",0.502334954360502,0.574805129781368,0.2,0,1
"MS4A4E",981,643680,11,59958726,60045575,340,25,455258,7.2032,2.9417e-13,NA,"macrophage",0.371093369522698,-1.41263740715836,0,0.25,1
"MS4A4E",981,643680,11,59958726,60045575,340,25,455258,7.2032,2.9417e-13,NA,"microglia",5.53170792515882e-08,0.328460515741752,0.152,0.069,0.00151530075193876
"MS4A6A",638,64231,11,59929080,59987139,206,26,455258,7.2747,1.7364e-13,NA,"macrophage",1,-0.408809145592478,0.4,0.25,1
"MS4A6A",638,64231,11,59929080,59987139,206,26,455258,7.2747,1.7364e-13,NA,"microglia",2.36241813873266e-09,0.340935004930922,0.631,0.471,6.47137200743039e-05
"MS4A6E",877,245802,11,60067355,60118441,276,13,455258,6.0266,8.3713e-10,NA,"macrophage",0.502334954360502,0.839116803525182,0.2,0,1
"MTSS1L",765,92154,16,70685107,70754954,355,48,455258,3.9916,3.2815e-05,NA,"endothelial",0.377249244815454,0.271582071226382,0.375,0.143,1
"MYO18A",965,399687,17,27390528,27542432,417,38,455258,2.8518,0.0021737,NA,"hybrid",0.00863799016690349,-0.294480994648121,0.076,0.144,1
"MYO18A",965,399687,17,27390528,27542432,417,38,455258,2.8518,0.0021737,NA,"endothelial",0.681566892794477,0.341401570014472,0.125,0.071,1
"MYO1C",159,4641,17,1357480,1431001,355,58,455258,2.7581,0.0029065,NA,"endothelial",0.219731097817267,-0.852009883582147,0.25,0.429,1
"MYO1C",159,4641,17,1357480,1431001,355,58,455258,2.7581,0.0029065,NA,"macrophage",0.502334954360502,0.870931831760235,0.2,0,1
"MYO1E",160,4643,15,59418168,59700071,1151,98,455258,2.0366,0.020843,NA,"endothelial",0.00656047902293986,-2.69018367447364,0,0.643,1
"MYO1E",160,4643,15,59418168,59700071,1151,98,455258,2.0366,0.020843,NA,"macrophage",0.0811358970221141,-4.55051804512692,0.2,0.75,1
"MYO1E",160,4643,15,59418168,59700071,1151,98,455258,2.0366,0.020843,NA,"microglia",2.91935922167941e-12,0.579009681334793,0.527,0.355,7.99700071594642e-08
"MYPOP",925,339344,19,46383281,46440862,290,35,455258,2.3731,0.0088198,NA,"macrophage",0.371093369522698,-1.35426173459129,0,0.25,1
"NAE1",308,8883,16,66826781,66899880,215,31,455258,2.5962,0.0047134,NA,"endothelial",0.223442109473071,-0.804540990767134,0.125,0.357,1
"NCK2",292,8440,2,106326520,106520730,930,53,455258,2.6836,0.0036416,NA,"microglia",4.25135664268994e-19,0.398392659652513,0.811,0.621,1.16457412513206e-14
"NCK2",292,8440,2,106326520,106520730,930,53,455258,2.6836,0.0036416,NA,"macrophage",1,-0.762644943584435,0.6,0.5,1
"NCK2",292,8440,2,106326520,106520730,930,53,455258,2.6836,0.0036416,NA,"endothelial",0.908555593179927,0.410155060735298,0.375,0.429,1
"NDUFA2",161,4695,5,140014948,140062370,171,29,455258,2.8817,0.0019776,NA,"endothelial",0.219302649679319,0.740056532768764,0.125,0,1
"NDUFAF7",582,55471,2,37423774,37486303,269,38,455258,2.6131,0.004486,NA,"endothelial",0.681566892794477,0.399818877452197,0.125,0.071,1
"NDUFAF7",582,55471,2,37423774,37486303,269,38,455258,2.6131,0.004486,NA,"macrophage",0.502334954360502,1.59953530180843,0.2,0,1
"NF2",163,4771,22,29964545,30104589,483,44,455258,1.9909,0.023245,NA,"macrophage",0.466854270822725,-0.969882286073559,0.2,0.5,1
"NFYA",164,4800,6,41005707,41080146,320,28,455258,2.2092,0.013581,NA,"macrophage",0.502334954360502,0.870931831760235,0.2,0,1
"NIT1",166,4817,1,161052862,161105235,164,42,455258,4.1519,1.6488e-05,NA,"endothelial",0.219302649679319,0.291715123999426,0.125,0,1
"NLRC5",722,84166,16,56988469,57127438,705,115,455258,2.0875,0.018422,NA,"endothelial",0.188525795669001,-0.683013960311549,0,0.214,1
"NPIPB4",976,440345,16,21835889,21904843,32,13,455258,2.0814,0.018698,NA,"macrophage",0.502334954360502,1.01094337768658,0.2,0,1
"NPIPB4",976,440345,16,21835889,21904843,32,13,455258,2.0814,0.018698,NA,"endothelial",0.863818387899441,-0.397683951828553,0.125,0.143,1
"NRF1",171,4899,7,129216555,129406922,725,46,455258,3.4499,0.00028043,NA,"hybrid",0.000582563560241306,-0.355357787084851,0.212,0.347,1
"NRF1",171,4899,7,129216555,129406922,725,46,455258,3.4499,0.00028043,NA,"macrophage",0.866815285127422,-0.386691171697518,0.2,0.25,1
"NRIP1",286,8204,21,16323556,16473224,482,66,455258,2.8356,0.0022867,NA,"endothelial",0.485748782984516,-0.402434566223981,0.125,0.286,1
"NRIP1",286,8204,21,16323556,16473224,482,66,455258,2.8356,0.0022867,NA,"macrophage",0.687321801173995,-1.07219393036901,0.4,0.5,1
"NT5C3A",517,51251,7,33043725,33137409,437,27,455258,2.095,0.018084,NA,"macrophage",0.371093369522698,-1.41263740715836,0,0.25,1
"NT5C3A",517,51251,7,33043725,33137409,437,27,455258,2.095,0.018084,NA,"endothelial",0.446849211582901,0.564474253079406,0.25,0.143,1
"NUP50",387,10762,22,45524726,45593892,312,26,455258,2.0965,0.018017,NA,"macrophage",0.502334954360502,0.839116803525182,0.2,0,1
"NUP88",173,4927,17,5279346,5358400,420,23,455258,2.6474,0.0040557,NA,"macrophage",0.371093369522698,-0.727099676953022,0,0.25,1
"NYAP1",876,222950,7,100046550,100102425,117,19,455258,2.3678,0.0089479,NA,"macrophage",0.371093369522698,-1.35426173459129,0,0.25,1
"OBSL1",443,23363,2,220405450,220471357,204,42,455258,2.483,0.0065132,NA,"macrophage",0.502334954360502,0.839116803525182,0.2,0,1
"OBSL1",443,23363,2,220405450,220471357,204,42,455258,2.483,0.0065132,NA,"endothelial",0.304978908217208,-0.277129519279851,0,0.143,1
"OCA2",174,4948,15,27990021,28379483,1431,74,455258,2.2432,0.012441,NA,"macrophage",0.371093369522698,-1.35426173459129,0,0.25,1
"OCA2",174,4948,15,27990021,28379483,1431,74,455258,2.2432,0.012441,NA,"endothelial",0.954408296317906,-0.377747852290874,0.125,0.143,1
"OPA3",694,80207,19,46021025,46123122,371,56,455258,3.3015,0.00048084,NA,"endothelial",0.104636341766315,0.987067074099809,0.375,0.071,1
"OTULIN",750,90268,5,14629783,14709842,208,28,455258,1.9926,0.023155,NA,"macrophage",0.502334954360502,1.01094337768658,0.2,0,1
"P4HA3",896,283208,11,73948532,74057699,480,39,455258,2.546,0.005448,NA,"macrophage",0.371093369522698,-1.41263740715836,0,0.25,1
"PCMT1",176,5110,6,150035831,150142557,316,13,455258,2.1546,0.015595,NA,"hybrid",0.0164073830881831,-0.295122465120149,0.125,0.2,1
"PCMT1",176,5110,6,150035831,150142557,316,13,455258,2.1546,0.015595,NA,"endothelial",0.446849211582901,0.495667515232419,0.25,0.143,1
"PCSK7",321,9159,11,117065788,117137811,298,45,455258,2.1772,0.014733,NA,"macrophage",0.560509091438514,1.52999628108072,0.4,0.25,1
"PCSK7",321,9159,11,117065788,117137811,298,45,455258,2.1772,0.014733,NA,"endothelial",0.177754829836289,0.886209518404236,0.375,0.143,1
"PDE3A",177,5139,12,20487179,20850575,1491,110,455258,2.0225,0.021562,NA,"astrocytes",4.4926078534015e-07,0.478218705519857,0.457,0.383,0.0123066006928227
"PDE3A",177,5139,12,20487179,20850575,1491,110,455258,2.0225,0.021562,NA,"endothelial",0.00496974476574665,1.83378087255514,0.875,0.571,1
"PDE3A",177,5139,12,20487179,20850575,1491,110,455258,2.0225,0.021562,NA,"opc",1.46475098905915e-20,-0.425577913259965,0.089,0.221,4.01239238432973e-16
"PDE4B",178,5142,1,66223193,66850262,2070,105,455258,2.4155,0.0078576,NA,"macrophage",0.383220631285644,1.07332879215813,0.8,0.5,1
"PDE4B",178,5142,1,66223193,66850262,2070,105,455258,2.4155,0.0078576,NA,"endothelial",0.245312443298155,0.731786610424082,0.375,0.143,1
"PDE4B",178,5142,1,66223193,66850262,2070,105,455258,2.4155,0.0078576,NA,"oligodendrocytes",9.92680800027808e-72,-0.325232923494765,0.991,0.997,2.71925051551617e-67
"PDE4B",178,5142,1,66223193,66850262,2070,105,455258,2.4155,0.0078576,NA,"neurons",4.25663912701695e-84,-0.440707958104171,0.485,0.668,1.16602115606375e-79
"PDK4",179,5166,7,95202809,95260925,278,30,455258,2.6471,0.004059,NA,"oligodendrocytes",2.43732136940083e-68,0.500832718431658,0.351,0.17,6.67655442719969e-64
"PDK4",179,5166,7,95202809,95260925,278,30,455258,2.6471,0.004059,NA,"endothelial",0.433843766084589,1.16288443434047,0.375,0.214,1
"PDK4",179,5166,7,95202809,95260925,278,30,455258,2.6471,0.004059,NA,"microglia",5.35115653504443e-16,0.52145863071465,0.191,0.061,1.46584230964472e-11
"PDLIM7",327,9260,5,176900395,176959606,112,32,455258,3.0028,0.0013375,NA,"endothelial",0.0575213020815148,-1.16672506611384,0.25,0.714,1
"PFDN2",182,5202,1,161060346,161122866,189,39,455258,4.3943,5.5575e-06,NA,"endothelial",0.675763037983905,0.418971739287581,0.25,0.214,1
"PFDN2",182,5202,1,161060346,161122866,189,39,455258,4.3943,5.5575e-06,NA,"macrophage",0.502334954360502,1.01094337768658,0.2,0,1
"PFKFB2",183,5208,1,207172761,207264368,414,42,455258,4.5095,3.2497e-06,NA,"microglia",0.000338605846867146,-0.254016863323216,0.11,0.163,1
"PFKFB2",183,5208,1,207172761,207264368,414,42,455258,4.5095,3.2497e-06,NA,"macrophage",0.502334954360502,0.574805129781368,0.2,0,1
"PFN1",184,5216,17,4838945,4887381,190,46,455258,3.4514,0.00027888,NA,"macrophage",0.502334954360502,0.574805129781368,0.2,0,1
"PFN1",184,5216,17,4838945,4887381,190,46,455258,3.4514,0.00027888,NA,"endothelial",0.219731097817267,-0.90165613438501,0.25,0.429,1
"PGM2L1",897,283209,11,74031361,74144502,467,40,455258,2.6378,0.0041719,NA,"macrophage",0.371093369522698,-0.727099676953022,0,0.25,1
"PHACTR4",653,65979,1,28661093,28836881,720,20,455258,2.1128,0.01731,NA,"macrophage",0.240420786368435,1.5644930406631,0.4,0,1
"PHACTR4",653,65979,1,28661093,28836881,720,20,455258,2.1128,0.01731,NA,"endothelial",0.730408728159847,0.635644502012688,0.375,0.429,1
"PICALM",287,8301,11,85658214,85815923,665,38,455258,7.0129,1.1675e-12,NA,"macrophage",0.712154537651149,-0.357568907260505,0.6,1,1
"PICK1",333,9463,22,38418262,38481708,182,37,455258,2.2791,0.011331,NA,"macrophage",0.502334954360502,0.957919848624492,0.2,0,1
"PICK1",333,9463,22,38418262,38481708,182,37,455258,2.2791,0.011331,NA,"oligodendrocytes",3.89008692972069e-35,0.274159322494505,0.235,0.12,1.06561151265839e-30
"PIGG",553,54872,4,457989,543320,381,25,455258,2.1459,0.015939,NA,"endothelial",0.827898555094934,-0.323632848942518,0.25,0.286,1
"PIGG",553,54872,4,457989,543320,381,25,455258,2.1459,0.015939,NA,"macrophage",0.866815285127422,-0.401694029471775,0.2,0.25,1
"PILRA",499,29992,7,99936068,100007722,182,21,455258,2.5889,0.0048148,NA,"macrophage",0.240420786368435,1.18804061448605,0.4,0,1
"PILRB",497,29990,7,99920626,99975454,146,17,455258,2.4805,0.0065591,NA,"endothelial",0.304978908217208,-0.278399778362443,0,0.143,1
"PITPNA",188,5306,17,1411283,1501110,384,55,455258,3.1575,0.00079557,NA,"macrophage",0.240420786368435,1.48758053383638,0.4,0,1
"PLAUR",189,5329,19,44140247,44209498,317,52,455258,2.4366,0.0074135,NA,"macrophage",1,1.05488779305521,0.2,0.25,1
"PLAUR",189,5329,19,44140247,44209498,317,52,455258,2.4366,0.0074135,NA,"endothelial",0.219302649679319,0.360602320442382,0.125,0,1
"PLCG2",190,5336,16,81777899,82006290,1745,149,455258,4.0564,2.4922e-05,NA,"astrocytes",2.39953319761054e-08,0.365459894968931,0.483,0.394,0.000657304128821454
"PLCG2",190,5336,16,81777899,82006290,1745,149,455258,4.0564,2.4922e-05,NA,"oligodendrocytes",0,1.4639395515405,0.642,0.162,0
"PLCG2",190,5336,16,81777899,82006290,1745,149,455258,4.0564,2.4922e-05,NA,"opc",3.43777381299209e-128,0.956364554721189,0.805,0.374,9.41709380592922e-124
"PLCG2",190,5336,16,81777899,82006290,1745,149,455258,4.0564,2.4922e-05,NA,"hybrid",4.93041549797079e-05,0.336563500347734,0.284,0.147,1
"PLCG2",190,5336,16,81777899,82006290,1745,149,455258,4.0564,2.4922e-05,NA,"endothelial",0.206421433865969,1.09221022043168,0.5,0.357,1
"PLCG2",190,5336,16,81777899,82006290,1745,149,455258,4.0564,2.4922e-05,NA,"neurons",4.83366675954076e-43,0.339725864140962,0.393,0.318,1.324086335441e-38
"PLEKHA1",632,59338,10,124099094,124201871,410,37,455258,3.3112,0.00046451,NA,"endothelial",0.126771858244406,-0.878733901404462,0.125,0.429,1
"PLXNC1",362,10154,12,94507499,94711451,843,98,455258,3.4277,0.00030436,NA,"endothelial",0.219302649679319,0.661444879113888,0.125,0,1
"PLXNC1",362,10154,12,94507499,94711451,843,98,455258,3.4277,0.00030436,NA,"microglia",1.77781948130041e-20,0.602429987844524,0.243,0.081,4.86998090512622e-16
"PMM2",194,5373,16,8856670,8953194,686,41,455258,3.1857,0.00072196,NA,"macrophage",0.502334954360502,0.839116803525182,0.2,0,1
"PMM2",194,5373,16,8856670,8953194,686,41,455258,3.1857,0.00072196,NA,"endothelial",0.576959937431562,0.673450574939621,0.25,0.143,1
"PPOX",197,5498,1,161100832,161158136,157,35,455258,4.9087,4.5845e-07,NA,"endothelial",0.304978908217208,-0.604491544387642,0,0.143,1
"PPP1R13L",391,10848,19,45872892,45944787,260,35,455258,3.9115,4.5869e-05,NA,"endothelial",0.304978908217208,-0.333674922851734,0,0.143,1
"PPP2R3C",563,55012,14,35544678,35626868,332,30,455258,2.155,0.01558,NA,"macrophage",0.866815285127422,-1.27340588687221,0.2,0.25,1
"PPP2R3C",563,55012,14,35544678,35626868,332,30,455258,2.155,0.01558,NA,"endothelial",0.545749593009725,0.406696470893354,0.125,0.286,1
"PPP2R5A",198,5525,1,212423879,212545205,410,34,455258,2.237,0.012645,NA,"macrophage",0.866815285127422,-0.337345680725416,0.2,0.25,1
"PPP2R5A",198,5525,1,212423879,212545205,410,34,455258,2.237,0.012645,NA,"endothelial",0.266861416514405,-0.592503987597055,0.25,0.5,1
"PPP4C",199,5531,16,30052297,30106698,93,23,455258,3.4399,0.00029096,NA,"macrophage",0.502334954360502,0.870931831760235,0.2,0,1
"PPP4C",199,5531,16,30052297,30106698,93,23,455258,3.4399,0.00029096,NA,"endothelial",0.681566892794477,0.522752183077522,0.125,0.071,1
"PRKCB",201,5579,16,23812300,24241932,1725,136,455258,2.3695,0.0089069,NA,"macrophage",0.325162680378292,-1.15726812766282,0.8,0.75,1
"PRKD1",202,5587,14,30035685,30431899,1404,87,455258,2.4692,0.006771,NA,"endothelial",0.848185287402627,-0.400357154388727,0.5,0.357,1
"PRKD1",202,5587,14,30035685,30431899,1404,87,455258,2.4692,0.006771,NA,"macrophage",0.502334954360502,0.574805129781368,0.2,0,1
"PRKD1",202,5587,14,30035685,30431899,1404,87,455258,2.4692,0.006771,NA,"oligodendrocytes",4.74388978959503e-38,0.423668091422343,0.364,0.226,1.29949373006377e-33
"PRKD3",458,23683,2,37467645,37586915,626,40,455258,2.8949,0.0018964,NA,"endothelial",1,0.40480792545792,0.25,0.286,1
"PRKD3",458,23683,2,37467645,37586915,626,40,455258,2.8949,0.0018964,NA,"macrophage",0.560509091438514,0.743489679551249,0.4,0.25,1
"PRPF8",380,10594,17,1543923,1623176,300,41,455258,1.9981,0.02285,NA,"macrophage",0.502334954360502,1.41017149162204,0.2,0,1
"PRSS36",829,146547,16,31140244,31196415,118,22,455258,3.1547,0.00080337,NA,"macrophage",0.502334954360502,0.574805129781368,0.2,0,1
"PRTFDC1",611,56952,10,25127536,25277680,660,80,455258,2.1422,0.016087,NA,"endothelial",0.304978908217208,-0.521309167962513,0,0.143,1
"PSEN1",208,5663,14,73568143,73700399,456,43,455258,2.3617,0.0090956,NA,"macrophage",0.0441713449084426,2.09628058454069,0.8,0,1
"PSEN1",208,5663,14,73568143,73700399,456,43,455258,2.3617,0.0090956,NA,"oligodendrocytes",2.84716604928379e-22,-0.254427669723292,0.758,0.76,7.79924195880308e-18
"PSMC6",211,5706,14,53138894,53204716,200,40,455258,3.158,0.00079436,NA,"macrophage",0.371093369522698,-0.727099676953022,0,0.25,1
"PSTPIP2",312,9050,18,43553502,43687250,718,41,455258,2.0323,0.021062,NA,"macrophage",0.502334954360502,0.870931831760235,0.2,0,1
"PTCH1",212,5727,9,98195264,98314247,469,42,455258,2.6565,0.003948,NA,"endothelial",0.304978908217208,-0.686608266134505,0,0.143,1
"PTK2B",89,2185,8,27133999,27326908,801,51,455258,3.8397,6.1591e-05,NA,"neurons",9.54571956741464e-53,-0.295362404767004,0.45,0.587,2.61485896110189e-48
"PTK2B",89,2185,8,27133999,27326908,801,51,455258,3.8397,6.1591e-05,NA,"endothelial",0.612071396358233,-0.402077954983646,0.125,0.214,1
"PTK2B",89,2185,8,27133999,27326908,801,51,455258,3.8397,6.1591e-05,NA,"macrophage",0.308369335861521,-1.54522360652193,0.2,0.5,1
"PUM1",342,9698,1,31394353,31573838,650,34,455258,2.4446,0.0072497,NA,"macrophage",0.708624058443922,-0.319281719730244,0.6,0.75,1
"PURA",213,5813,5,139458708,139509001,77,22,455258,2.6458,0.0040747,NA,"endothelial",0.429509577939263,-0.539547605144455,0.125,0.286,1
"PURA",213,5813,5,139458708,139509001,77,22,455258,2.6458,0.0040747,NA,"macrophage",0.240420786368435,1.32464051479444,0.4,0,1
"PVR",214,5817,19,45112098,45179429,217,36,455258,7.2258,2.4908e-13,NA,"endothelial",0.219302649679319,0.291715123999426,0.125,0,1
"QTRT1",707,81890,19,10777112,10834043,163,30,455258,2.199,0.013939,NA,"macrophage",0.371093369522698,-0.961496301478887,0,0.25,1
"QTRT1",707,81890,19,10777112,10834043,163,30,455258,2.199,0.013939,NA,"oligodendrocytes",8.93568998285809e-17,-0.322082837489146,0.127,0.188,2.44775355700432e-12
"QTRT1",707,81890,19,10777112,10834043,163,30,455258,2.199,0.013939,NA,"endothelial",0.188525795669001,-0.454500272141409,0,0.214,1
"RAB21",431,23011,12,72113658,72191150,312,31,455258,2.2769,0.011397,NA,"endothelial",0.258285104107451,0.625399704772905,0.625,0.429,1
"RAB21",431,23011,12,72113658,72191150,312,31,455258,2.2769,0.011397,NA,"macrophage",0.502334954360502,1.01094337768658,0.2,0,1
"RAB8B",532,51762,15,63446728,63569975,381,35,455258,3.985,3.3739e-05,NA,"macrophage",0.371093369522698,-1.53339244080805,0,0.25,1
"RAB8B",532,51762,15,63446728,63569975,381,35,455258,3.985,3.3739e-05,NA,"endothelial",0.258279427997375,-0.713252525307483,0.125,0.357,1
"RABEP1",318,9135,17,5150558,5299132,696,43,455258,4.478,3.7665e-06,NA,"endothelial",0.485748782984516,-0.429281540340318,0.125,0.286,1
"RABEP1",318,9135,17,5150558,5299132,696,43,455258,4.478,3.7665e-06,NA,"macrophage",0.347654480133319,1.18426666283992,0.6,0.25,1
"RAC1",217,5879,7,6379126,6453598,437,36,455258,1.9803,0.023837,NA,"endothelial",0.0232197190414461,-1.48976663441519,0,0.5,1
"RAC1",217,5879,7,6379126,6453598,437,36,455258,1.9803,0.023837,NA,"oligodendrocytes",1.14949889145753e-27,0.25756197715703,0.295,0.179,3.14882231336962e-23
"RAI1",385,10743,17,17549787,17724767,463,54,455258,2.379,0.0086798,NA,"macrophage",0.866815285127422,-0.343318356904706,0.2,0.25,1
"RAI1",385,10743,17,17549787,17724767,463,54,455258,2.379,0.0086798,NA,"endothelial",0.33879487186911,-0.410741402905421,0.125,0.357,1
"RANBP3",297,8498,19,5906150,6013320,353,50,455258,2.0787,0.018824,NA,"endothelial",0.0679063106075112,1.02366500232971,0.375,0.071,1
"RAPGEF2",341,9693,4,159990224,160291314,863,60,455258,3.6547,0.00012875,NA,"endothelial",0.0848118879403807,0.837792700610449,0.875,0.643,1
"RAPGEF2",341,9693,4,159990224,160291314,863,60,455258,3.6547,0.00012875,NA,"macrophage",0.466854270822725,-1.03466043396289,0.2,0.5,1
"RAPGEF2",341,9693,4,159990224,160291314,863,60,455258,3.6547,0.00012875,NA,"microglia",1.42363335519173e-07,-0.400147001324989,0.585,0.648,0.0038997588498767
"RASA1",219,5921,5,86529070,86697743,482,41,455258,2.2123,0.013474,NA,"microglia",1.62435149753414e-20,0.504673144020914,0.739,0.514,4.44958605719528e-16
"RASA1",219,5921,5,86529070,86697743,482,41,455258,2.2123,0.013474,NA,"endothelial",0.314304660473854,-0.588559706361526,0.25,0.571,1
"RASA1",219,5921,5,86529070,86697743,482,41,455258,2.2123,0.013474,NA,"macrophage",1,0.318665038854948,0.4,0.5,1
"RBCK1",381,10616,20,353696,421610,390,66,455258,2.4309,0.0075311,NA,"macrophage",0.371093369522698,-1.35426173459129,0,0.25,1
"RBCK1",381,10616,20,353696,421610,390,66,455258,2.4309,0.0075311,NA,"endothelial",0.744948776453898,0.301774216108926,0.25,0.214,1
"RBM23",569,55147,14,23359854,23423396,224,24,455258,3.221,0.00063871,NA,"macrophage",0.371093369522698,-0.727099676953022,0,0.25,1
"RBM25",631,58517,14,73490221,73598749,413,41,455258,2.0256,0.021402,NA,"endothelial",0.218758004533392,-0.538445194926509,0.25,0.571,1
"RBM25",631,58517,14,73490221,73598749,413,41,455258,2.0256,0.021402,NA,"macrophage",0.109435597874024,2.00356359619211,0.6,0,1
"RBM25",631,58517,14,73490221,73598749,413,41,455258,2.0256,0.021402,NA,"hybrid",0.39442880373815,0.264653074781866,0.371,0.369,1
"RBMS1",220,5937,2,161118662,161385366,946,60,455258,2.5456,0.0054545,NA,"endothelial",0.0610317452498687,2.15392326482859,0.75,0.5,1
"RDX",222,5962,11,110035605,110202437,417,30,455258,2.0745,0.019019,NA,"macrophage",1,0.872435624855407,0.2,0.25,1
"RELN",205,5649,7,103102231,103664963,2648,137,455258,2.1962,0.014037,NA,"oligodendrocytes",4.11792806463475e-82,0.629612042085596,0.232,0.072,1.1280240347454e-77
"RELN",205,5649,7,103102231,103664963,2648,137,455258,2.1962,0.014037,NA,"neurons",3.37531930250024e-20,-0.282626717740751,0.106,0.165,9.24601216533891e-16
"RFK",575,55312,9,78990433,79044444,278,28,455258,2.4287,0.0075774,NA,"endothelial",0.277361641668256,0.472036187030075,0.25,0.071,1
"RGS5",296,8490,1,163102089,163326581,1026,55,455258,2.1099,0.017435,NA,"endothelial",0.338480499734219,1.14762795533296,0.5,0.357,1
