"Genename","X","GENE","CHR","START","STOP","NSNPS","NPARAM","N","ZSTAT","P","X.1","cell_type","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FAM19A2",923,338811,12,62092029,62621620,2269,114,455258,2.0502,0.020173,NA,"neurons_Alzheimer",1.84660148068136e-38,0.310489841881856,0.876,0.86,5.05839543603046e-34
"FAM209A",861,200232,20,55064785,55111208,154,21,455258,3.0448,0.0011641,NA,NA,NA,NA,NA,NA,NA
"FAM209B",953,388799,20,55070960,55121576,183,30,455258,3.0211,0.0012592,NA,NA,NA,NA,NA,NA,NA
"FAM212A",955,389119,3,49805687,49852463,129,27,455258,2.1738,0.014859,NA,NA,NA,NA,NA,NA,NA
"FAM218A",844,152756,4,165843100,165890273,238,31,455258,2.5014,0.0061843,NA,NA,NA,NA,NA,NA,NA
"FAM219B",619,57184,15,75182328,75234462,146,24,455258,2.4911,0.0063671,NA,"endothelial_Alzheimer",0.229902909174636,0.857206376525814,0.25,0.071,1
"FAM220A",733,84792,7,6359040,6423590,362,37,455258,2.0668,0.019377,NA,NA,NA,NA,NA,NA,NA
"FAM57B",716,83723,16,30025748,30099338,136,20,455258,4.0221,2.8844e-05,NA,NA,NA,NA,NA,NA,NA
"FAM63B",541,54629,15,59028393,59159754,481,47,455258,5.5194,1.701e-08,NA,NA,NA,NA,NA,NA,NA
"FAM83A",743,84985,8,124159752,124232318,257,20,455258,2.2104,0.01354,NA,NA,NA,NA,NA,NA,NA
"FAM96A",723,84191,15,64354761,64421207,220,31,455258,2.3283,0.0099471,NA,"macrophage_Alzheimer",0.371093369522698,-1.41263740715836,0,0.25,1
"FBRS",639,64319,16,30640778,30692131,81,19,455258,3.623,0.00014559,NA,NA,NA,NA,NA,NA,NA
"FBXL19",540,54620,16,30899392,30970104,112,17,455258,3.9464,3.9672e-05,NA,"endothelial_Alzheimer",0.681566892794477,0.254582008743723,0.125,0.071,1
"FBXO24",475,26261,7,100148840,100208740,125,31,455258,2.3765,0.0087388,NA,NA,NA,NA,NA,NA,NA
"FBXO46",446,23403,19,46203887,46269151,164,34,455258,3.607,0.00015485,NA,"macrophage_Alzheimer",0.502334954360502,1.01094337768658,0.2,0,1
"FBXO46",446,23403,19,46203887,46269151,164,34,455258,3.607,0.00015485,NA,"endothelial_Alzheimer",0.0648244897857776,0.592752198544502,0.25,0,1
"FCAMR",718,83953,1,207121312,207178970,241,40,455258,1.9944,0.023056,NA,NA,NA,NA,NA,NA,NA
"FCER1G",92,2207,1,161150087,161199038,171,46,455258,4.9611,3.5056e-07,NA,"macrophage_Alzheimer",0.308369335861521,-1.15530961663866,0.2,0.5,1
"FCMR",324,9214,1,207066630,207130378,209,35,455258,2.2142,0.013409,NA,NA,NA,NA,NA,NA,NA
"FERMT2",399,10979,14,53313989,53452856,489,41,455258,3.7007,0.00010752,NA,"endothelial_Alzheimer",0.310583331382041,-0.681046818233351,0.5,0.714,1
"FGF21",476,26291,19,49223816,49271587,191,26,455258,2.7343,0.0031259,NA,NA,NA,NA,NA,NA,NA
"FIBP",320,9158,11,65641211,65691010,152,29,455258,3.6511,0.00013056,NA,NA,NA,NA,NA,NA,NA
"FKBP5",94,2289,6,35531362,35731360,661,52,455258,2.6103,0.004523,NA,"oligodendrocytes_Alzheimer",0,1.70151085238754,0.638,0.186,0
"FKBP5",94,2289,6,35531362,35731360,661,52,455258,2.6103,0.004523,NA,"opc_Alzheimer",9.61417672800744e-61,0.722760939577366,0.752,0.473,2.63361143110308e-56
"FKBP5",94,2289,6,35531362,35731360,661,52,455258,2.6103,0.004523,NA,"endothelial_Alzheimer",0.0980286052550271,1.57337956540239,0.875,0.643,1
"FKBP5",94,2289,6,35531362,35731360,661,52,455258,2.6103,0.004523,NA,"astrocytes_Alzheimer",4.17002652546404e-31,0.72395131568404,0.622,0.407,1.14229536612037e-26
"FKBP5",94,2289,6,35531362,35731360,661,52,455258,2.6103,0.004523,NA,"microglia_Alzheimer",9.09624177377113e-62,0.848224575943407,0.902,0.651,2.49173350908913e-57
"FKBP5",94,2289,6,35531362,35731360,661,52,455258,2.6103,0.004523,NA,"macrophage_Alzheimer",0.898211943217643,-0.343730928643525,0.6,0.5,1
"FKRP",667,79147,19,47214303,47271832,173,31,455258,2.2537,0.012108,NA,"macrophage_Alzheimer",0.371093369522698,-1.41263740715836,0,0.25,1
"FOSB",96,2354,19,45936253,45988437,222,38,455258,4.3311,7.4182e-06,NA,NA,NA,NA,NA,NA,NA
"FOSL1",284,8061,11,65649616,65702997,155,30,455258,2.8336,0.0023011,NA,NA,NA,NA,NA,NA,NA
"FOXA3",124,3171,19,46332518,46387055,236,28,455258,2.8425,0.0022383,NA,NA,NA,NA,NA,NA,NA
"FOXO3",95,2309,6,108846026,109015972,435,38,455258,2.5651,0.0051567,NA,"hybrid_Alzheimer",0.0030923871473304,0.296819266849253,0.439,0.334,1
"FOXO3",95,2309,6,108846026,109015972,435,38,455258,2.5651,0.0051567,NA,"macrophage_Alzheimer",0.522431284961564,1.17525554465261,0.6,0.5,1
"FRAT1",357,10023,10,99044022,99091672,246,24,455258,2.0768,0.018909,NA,NA,NA,NA,NA,NA,NA
"FRAT2",445,23401,10,99082254,99129458,187,26,455258,2.3255,0.010023,NA,NA,NA,NA,NA,NA,NA
"FRY",360,10129,13,32570269,32880794,1119,93,455258,2.1748,0.014824,NA,"macrophage_Alzheimer",0.502334954360502,0.574805129781368,0.2,0,1
"FTO",663,79068,16,53702875,54158379,1759,160,455258,2.1329,0.016465,NA,"endothelial_Alzheimer",0.457943612946471,0.947635746250305,0.625,0.571,1
"FUT1",97,2523,19,49241268,49293647,223,41,455258,2.3308,0.0098812,NA,NA,NA,NA,NA,NA,NA
"FUT2",98,2524,19,49164228,49219191,280,24,455258,2.2314,0.012826,NA,NA,NA,NA,NA,NA,NA
"FUT6",99,2528,19,5820637,5874764,276,54,455258,2.596,0.0047159,NA,NA,NA,NA,NA,NA,NA
"G6PC3",766,92579,17,42113098,42163712,124,26,455258,2.583,0.0048971,NA,"endothelial_Alzheimer",0.304978908217208,-0.384847352164468,0,0.143,1
"GAL3ST4",674,79690,7,99746865,99801373,129,24,455258,6.1221,4.6163e-10,NA,"macrophage_Alzheimer",0.502334954360502,0.957919848624492,0.2,0,1
"GALNT10",584,55568,5,153535295,153810544,1237,83,455258,3.9352,4.156e-05,NA,"astrocytes_Alzheimer",1.74698354663616e-21,-0.687694436567346,0.24,0.421,4.78551202930043e-17
"GALNT10",584,55568,5,153535295,153810544,1237,83,455258,3.9352,4.156e-05,NA,"microglia_Alzheimer",1.11963320590333e-18,0.61057055814633,0.621,0.418,3.067011240931e-14
"GAPDH",101,2597,12,6608585,6657537,206,28,455258,2.0477,0.020294,NA,"endothelial_Alzheimer",0.167922940548256,-0.785176618731193,0.25,0.571,1
"GAPDH",101,2597,12,6608585,6657537,206,28,455258,2.0477,0.020294,NA,"astrocytes_Alzheimer",7.70090258368643e-09,-0.310051467458613,0.524,0.615,0.000210950824474922
"GAPDH",101,2597,12,6608585,6657537,206,28,455258,2.0477,0.020294,NA,"microglia_Alzheimer",0.355076794710724,-0.297858253090646,0.276,0.264,1
"GAPDH",101,2597,12,6608585,6657537,206,28,455258,2.0477,0.020294,NA,"macrophage_Alzheimer",0.347654480133319,0.908550092954053,0.6,0.25,1
"GAS8",102,2622,16,90051056,90121379,417,43,455258,2.0094,0.022247,NA,"endothelial_Alzheimer",0.229902909174636,0.493008278463602,0.25,0.071,1
"GATAD2B",622,57459,1,153767201,153930451,374,27,455258,2.0032,0.022576,NA,"endothelial_Alzheimer",0.649857613458815,-0.380651354130313,0.25,0.357,1
"GATAD2B",622,57459,1,153767201,153930451,374,27,455258,2.0032,0.022576,NA,"hybrid_Alzheimer",0.0375126891793463,-0.296361224170542,0.39,0.481,1
"GATAD2B",622,57459,1,153767201,153930451,374,27,455258,2.0032,0.022576,NA,"macrophage_Alzheimer",0.502334954360502,-0.680091812209907,0.4,0.5,1
"GATS",933,352954,7,99788276,99904855,315,37,455258,5.6521,7.9227e-09,NA,NA,NA,NA,NA,NA,NA
"GBP1",103,2633,1,89507987,89566043,259,25,455258,2.2577,0.011983,NA,"endothelial_Alzheimer",0.304978908217208,-0.626735060776564,0,0.143,1
"GBP2",104,2634,1,89561815,89626842,264,22,455258,2.0652,0.019453,NA,"endothelial_Alzheimer",0.0699206457868955,-0.949420104705981,0,0.357,1
"GBP2",104,2634,1,89561815,89626842,264,22,455258,2.0652,0.019453,NA,"macrophage_Alzheimer",0.371093369522698,-1.35426173459129,0,0.25,1
"GCNT1",105,2650,9,78999752,79132332,684,46,455258,2.1505,0.015759,NA,NA,NA,NA,NA,NA,NA
"GCNT7",816,140687,20,55056548,55135981,309,37,455258,2.5607,0.0052235,NA,NA,NA,NA,NA,NA,NA
"GDF15",336,9518,19,18461968,18509986,188,34,455258,2.4152,0.0078637,NA,NA,NA,NA,NA,NA,NA
"GDPD1",906,284161,17,57262828,57363331,249,23,455258,2.4774,0.0066171,NA,"hybrid_Alzheimer",0.0586175524405491,-0.296078708013122,0.189,0.253,1
"GEMIN7",679,79760,19,45544024,45604782,207,25,455258,6.3372,1.1696e-10,NA,NA,NA,NA,NA,NA,NA
"GGA2",434,23062,16,23464863,23556815,244,20,455258,2.0058,0.02244,NA,"macrophage_Alzheimer",0.109435597874024,2.63075534730897,0.6,0,1
"GHR",106,2690,5,42388577,42731980,1102,71,455258,3.0217,0.0012569,NA,"endothelial_Alzheimer",0.591614288017981,-0.35750350572243,0.25,0.357,1
"GID4",659,79018,17,17907611,17981719,174,20,455258,3.2446,0.00058798,NA,NA,NA,NA,NA,NA,NA
"GINM1",788,116254,6,149852528,149922067,148,27,455258,2.1597,0.015398,NA,"endothelial_Alzheimer",0.304978908217208,-0.440361353848738,0,0.143,1
"GINM1",788,116254,6,149852528,149922067,148,27,455258,2.1597,0.015398,NA,"macrophage_Alzheimer",0.240420786368435,1.5079580844688,0.4,0,1
"GIPR",107,2696,19,46136490,46195717,290,25,455258,2.2885,0.011054,NA,NA,NA,NA,NA,NA,NA
"GJC2",618,57165,1,228302415,228357527,124,29,455258,2.0128,0.022068,NA,NA,NA,NA,NA,NA,NA
"GJC3",932,349149,7,99510892,99566833,176,24,455258,4.0027,3.1315e-05,NA,NA,NA,NA,NA,NA,NA
"GLCCI1",780,113263,7,7973374,8138710,748,51,455258,2.6434,0.0041037,NA,"astrocytes_Alzheimer",9.11738883510346e-06,0.301948192843066,0.432,0.356,0.249752632359989
"GLCCI1",780,113263,7,7973374,8138710,748,51,455258,2.6434,0.0041037,NA,"endothelial_Alzheimer",1,0.289298146387883,0.125,0.143,1
"GLCCI1",780,113263,7,7973374,8138710,748,51,455258,2.6434,0.0041037,NA,"hybrid_Alzheimer",0.0148927744421732,0.370152174251401,0.379,0.309,1
"GLCCI1",780,113263,7,7973374,8138710,748,51,455258,2.6434,0.0041037,NA,"opc_Alzheimer",8.25438828904753e-31,0.460794281848758,0.898,0.778,2.26112458401879e-26
"GLCCI1",780,113263,7,7973374,8138710,748,51,455258,2.6434,0.0041037,NA,"macrophage_Alzheimer",0.109435597874024,1.83200102675945,0.6,0,1
"GMFG",337,9535,19,39808999,39861726,184,27,455258,2.8384,0.0022673,NA,NA,NA,NA,NA,NA,NA
"GMNN",509,51053,6,24740159,24796327,314,35,455258,1.9812,0.023784,NA,"macrophage_Alzheimer",0.502334954360502,0.984736999538467,0.2,0,1
"GMPPB",496,29925,3,49748909,49796407,105,19,455258,2.2185,0.01326,NA,NA,NA,NA,NA,NA,NA
"GNAT1",108,2779,3,50194043,50245129,122,22,455258,2.6598,0.0039088,NA,NA,NA,NA,NA,NA,NA
"GNE",356,10020,9,36204438,36312053,446,37,455258,1.9737,0.024206,NA,"endothelial_Alzheimer",0.219302649679319,0.291715123999426,0.125,0,1
"GNGT2",109,2793,17,47273596,47322936,187,37,455258,4.3127,8.0638e-06,NA,NA,NA,NA,NA,NA,NA
"GNPNAT1",651,64841,14,53231911,53293386,137,21,455258,3.8284,6.4496e-05,NA,NA,NA,NA,NA,NA,NA
"GOLPH3",635,64083,5,32114817,32209425,320,38,455258,2.0023,0.022626,NA,"endothelial_Alzheimer",0.296713008516268,0.673971397607914,0.375,0.214,1
"GP1BA",110,2811,17,4800312,4848325,231,37,455258,3.5501,0.00019256,NA,NA,NA,NA,NA,NA,NA
"GPATCH8",438,23131,17,42462645,42615957,362,23,455258,2.4328,0.0074918,NA,"endothelial_Alzheimer",0.0590758008026896,0.724495533883124,0.875,0.714,1
"GPATCH8",438,23131,17,42462645,42615957,362,23,455258,2.4328,0.0074918,NA,"macrophage_Alzheimer",0.383220631285644,-0.588321705261972,0.6,0.75,1
"GPC2",871,221914,7,99757229,99809990,137,21,455258,6.2244,2.4174e-10,NA,NA,NA,NA,NA,NA,NA
"GPC5",93,2262,13,92015935,93529490,5627,243,455258,2.7036,0.0034292,NA,"microglia_Alzheimer",7.42697538486847e-07,-0.42729410523838,0.064,0.129,0.0203447136717702
"GPC5",93,2262,13,92015935,93529490,5627,243,455258,2.7036,0.0034292,NA,"endothelial_Alzheimer",0.0290835696786417,3.62379335684261,0.625,0.286,1
"GPC5",93,2262,13,92015935,93529490,5627,243,455258,2.7036,0.0034292,NA,"macrophage_Alzheimer",0.502334954360502,0.839116803525182,0.2,0,1
"GPC5",93,2262,13,92015935,93529490,5627,243,455258,2.7036,0.0034292,NA,"astrocytes_Alzheimer",2.78439032260626e-24,-0.266070682726014,0.993,0.995,7.62728041071532e-20
"GPR141",934,353345,7,37535212,37791888,946,44,455258,2.4762,0.0066389,NA,NA,NA,NA,NA,NA,NA
"GPR27",112,2850,3,71768201,71814328,159,26,455258,2.2863,0.011118,NA,NA,NA,NA,NA,NA,NA
"GPR4",111,2828,19,46083022,46140466,194,38,455258,2.6828,0.0036504,NA,NA,NA,NA,NA,NA,NA
"GPX2",114,2877,14,65395870,65444623,185,26,455258,2.2189,0.013247,NA,NA,NA,NA,NA,NA,NA
"GPX3",115,2878,5,150364999,150418554,209,35,455258,2.0121,0.022103,NA,"macrophage_Alzheimer",0.502334954360502,0.574805129781368,0.2,0,1
"GPX3",115,2878,5,150364999,150418554,209,35,455258,2.0121,0.022103,NA,"endothelial_Alzheimer",0.10105025592541,1.29368660320494,0.625,0.357,1
"GPX4",116,2879,19,1068936,1116787,255,49,455258,4.3506,6.7896e-06,NA,NA,NA,NA,NA,NA,NA
"GRAMD1B",623,57476,11,123290191,123508478,893,134,455258,2.4524,0.0070951,NA,"opc_Alzheimer",1.22536804240683e-12,0.271087520413245,0.658,0.5,3.35665067856503e-08
"GRAMD1B",623,57476,11,123290191,123508478,893,134,455258,2.4524,0.0070951,NA,"astrocytes_Alzheimer",8.87923219704504e-08,0.289542990624818,0.639,0.555,0.00243228807573655
"GRAMD1B",623,57476,11,123290191,123508478,893,134,455258,2.4524,0.0070951,NA,"macrophage_Alzheimer",0.771018624180564,0.414135630882715,0.4,0.25,1
"GREB1L",689,80000,18,18787203,19115384,433,30,455258,2.1388,0.016226,NA,"oligodendrocytes_Alzheimer",1.66966517981673e-71,-0.686595633459274,0.276,0.453,4.57371382707197e-67
"GRIA1",117,2890,5,152835084,153203429,1616,92,455258,2.3095,0.010457,NA,"macrophage_Alzheimer",0.866815285127422,-0.386691171697518,0.2,0.25,1
"GRIA1",117,2890,5,152835084,153203429,1616,92,455258,2.3095,0.010457,NA,"astrocytes_Alzheimer",2.00169807109078e-10,0.260838333196607,0.29,0.175,5.48325152613897e-06
"GRIN2C",118,2905,17,72828162,72891966,230,29,455258,2.6489,0.0040381,NA,"astrocytes_Alzheimer",1.26798553250827e-20,-0.469541324279778,0.543,0.691,3.47339276919989e-16
"GRIN3B",789,116444,19,965437,1019723,433,46,455258,3.3855,0.00035524,NA,NA,NA,NA,NA,NA,NA
"GUK1",119,2987,1,228292668,228346656,120,27,455258,2.1505,0.015759,NA,"macrophage_Alzheimer",0.308369335861521,-1.67877063342932,0.2,0.5,1
"GUK1",119,2987,1,228292668,228346656,120,27,455258,2.1505,0.015759,NA,"endothelial_Alzheimer",0.132487937090736,-0.792667622444018,0.125,0.5,1
"GYLTL1B",794,120071,11,45908172,45960647,145,37,455258,2.9274,0.0017088,NA,NA,NA,NA,NA,NA,NA
"HARS",120,3035,5,140043490,140106681,218,25,455258,2.8279,0.002343,NA,NA,NA,NA,NA,NA,NA
"HARS2",448,23438,5,140036011,140088903,173,24,455258,2.7309,0.003158,NA,NA,NA,NA,NA,NA,NA
"HAUS4",560,54930,14,23405437,23461352,142,20,455258,3.2866,0.00050703,NA,NA,NA,NA,NA,NA,NA
"HAVCR1",479,26762,5,156445989,156521130,379,37,455258,2.283,0.011214,NA,NA,NA,NA,NA,NA,NA
"HAVCR2",735,84868,5,156502843,156571248,348,28,455258,2.5718,0.0050584,NA,"macrophage_Alzheimer",0.893272830142212,-0.455768477000924,0.4,0.5,1
"HAX1",376,10456,1,154210039,154258351,123,27,455258,2.0119,0.022117,NA,NA,NA,NA,NA,NA,NA
"HBEGF",72,1839,5,139702428,139761188,126,32,455258,3.6501,0.00013109,NA,"macrophage_Alzheimer",0.502334954360502,0.574805129781368,0.2,0,1
"HBS1L",388,10767,6,135271516,135411036,477,26,455258,2.1731,0.014888,NA,"endothelial_Alzheimer",0.304978908217208,-0.440580143114431,0,0.143,1
"HEPHL1",928,341208,11,93719378,93857374,480,43,455258,2.1505,0.015759,NA,NA,NA,NA,NA,NA,NA
"HESX1",305,8820,3,57221866,57296656,175,26,455258,2.5965,0.0047092,NA,NA,NA,NA,NA,NA,NA
"HEXB",121,3074,5,73900547,74027113,412,58,455258,2.4177,0.0078087,NA,"endothelial_Alzheimer",0.304978908217208,-0.385074723702001,0,0.143,1
"HHEX",122,3087,10,94414681,94465408,174,29,455258,2.1555,0.015562,NA,NA,NA,NA,NA,NA,NA
"HIP1R",310,9026,12,123284045,123357508,334,22,455258,2.8325,0.0023094,NA,"oligodendrocytes_Alzheimer",3.47484003212615e-25,-0.386420782401113,0.509,0.556,9.51862930000316e-21
"HIRIP3",295,8479,16,29993642,30042417,113,15,455258,4.0503,2.5575e-05,NA,NA,NA,NA,NA,NA,NA
"HKDC1",693,80201,10,70945059,71037315,472,60,455258,1.9916,0.023209,NA,NA,NA,NA,NA,NA,NA
"HMG20A",371,10363,15,77678018,77787945,263,28,455258,2.199,0.01394,NA,"endothelial_Alzheimer",0.896219493416114,0.567329737206476,0.25,0.286,1
"HMG20A",371,10363,15,77678018,77787945,263,28,455258,2.199,0.01394,NA,"macrophage_Alzheimer",0.109435597874024,1.73705869537749,0.6,0,1
"HMHA1",450,23526,19,1030922,1096627,401,54,455258,6.6425,1.5424e-11,NA,NA,NA,NA,NA,NA,NA
"HNMT",125,3176,2,138686808,138783934,310,33,455258,2.0574,0.019822,NA,NA,NA,NA,NA,NA,NA
"HNRNPUL1",413,11100,19,41733391,41823811,218,25,455258,2.2764,0.01141,NA,NA,NA,NA,NA,NA,NA
"HP1BP3",507,50809,1,21059170,21148808,234,28,455258,3.2467,0.0005838,NA,"macrophage_Alzheimer",0.662427484737242,-0.379865626050684,0.2,0.5,1
"HP1BP3",507,50809,1,21059170,21148808,234,28,455258,3.2467,0.0005838,NA,"endothelial_Alzheimer",0.501871508800882,0.303454948888546,0.75,0.5,1
"HP1BP3",507,50809,1,21059170,21148808,234,28,455258,3.2467,0.0005838,NA,"astrocytes_Alzheimer",2.27582792963926e-06,0.284733960143867,0.576,0.511,0.0623417544766082
"HP1BP3",507,50809,1,21059170,21148808,234,28,455258,3.2467,0.0005838,NA,"neurons_Alzheimer",5.04533636766714e-41,0.2979306884903,0.611,0.585,1.38206899119506e-36
"HP1BP3",507,50809,1,21059170,21148808,234,28,455258,3.2467,0.0005838,NA,"opc_Alzheimer",1.73023870718762e-48,0.521238135218456,0.809,0.587,4.73964289059906e-44
"HP1BP3",507,50809,1,21059170,21148808,234,28,455258,3.2467,0.0005838,NA,"oligodendrocytes_Alzheimer",3.01459342240391e-90,0.537538339413973,0.732,0.519,8.25787576199103e-86
"HPDL",734,84842,1,45757545,45804347,137,42,455258,2.2725,0.011529,NA,NA,NA,NA,NA,NA,NA
"HPS5",419,11234,11,18290217,18378751,297,26,455258,2.2078,0.013628,NA,"endothelial_Alzheimer",0.304978908217208,-0.673505534854651,0,0.143,1
"HPS5",419,11234,11,18290217,18378751,297,26,455258,2.2078,0.013628,NA,"macrophage_Alzheimer",0.866815285127422,-0.386691171697518,0.2,0.25,1
"HS3ST5",872,222537,6,114366750,114698540,893,92,455258,2.1642,0.015225,NA,"oligodendrocytes_Alzheimer",3.0256718584527e-52,-0.540812742141743,0.607,0.704,8.28822292185949e-48
"HS3ST5",872,222537,6,114366750,114698540,893,92,455258,2.1642,0.015225,NA,"macrophage_Alzheimer",0.371093369522698,-1.35426173459129,0,0.25,1
"HSD3B7",696,80270,16,30960949,31010473,78,12,455258,3.5817,0.00017068,NA,NA,NA,NA,NA,NA,NA
"HSPA4",126,3308,5,132352662,132450709,356,26,455258,3.0668,0.0010817,NA,"macrophage_Alzheimer",0.371093369522698,-0.961496301478887,0,0.25,1
"HSPA4",126,3308,5,132352662,132450709,356,26,455258,3.0668,0.0010817,NA,"endothelial_Alzheimer",0.209567584938445,1.03731018344443,0.375,0.143,1
"HTR1F",127,3355,3,87806929,88053964,1032,37,455258,2.4117,0.0079387,NA,NA,NA,NA,NA,NA,NA
"HTRA1",207,5654,10,124186041,124284424,436,49,455258,2.7497,0.0029829,NA,"macrophage_Alzheimer",0.371093369522698,-0.727099676953022,0,0.25,1
"HTRA1",207,5654,10,124186041,124284424,436,49,455258,2.7497,0.0029829,NA,"oligodendrocytes_Alzheimer",6.23529560766297e-62,0.466072833551599,0.609,0.416,1.70803452580712e-57
"HUS1B",815,135458,6,645939,691964,201,24,455258,2.0341,0.020968,NA,NA,NA,NA,NA,NA,NA
"HYDIN",545,54768,16,70831287,71299625,839,62,455258,2.0701,0.01922,NA,"hybrid_Alzheimer",0.0397333214295887,-0.350490963188583,0.485,0.559,1
"HYDIN",545,54768,16,70831287,71299625,839,62,455258,2.0701,0.01922,NA,"macrophage_Alzheimer",0.371093369522698,-0.961496301478887,0,0.25,1
"HYDIN",545,54768,16,70831287,71299625,839,62,455258,2.0701,0.01922,NA,"oligodendrocytes_Alzheimer",1.03054257458523e-41,-0.473269275810777,0.237,0.362,2.82296527456131e-37
"IBA57",860,200205,1,228318429,228379958,155,31,455258,1.9612,0.024926,NA,NA,NA,NA,NA,NA,NA
"ICA1L",810,130026,2,203627873,203771708,441,32,455258,3.5501,0.00019254,NA,"endothelial_Alzheimer",0.446849211582901,0.581134760508939,0.25,0.143,1
"IFI30",374,10437,19,18249590,18298934,146,23,455258,1.9704,0.024397,NA,NA,NA,NA,NA,NA,NA
"IGIP",978,492311,5,139470521,139518391,68,22,455258,2.6109,0.0045158,NA,NA,NA,NA,NA,NA,NA
"IGSF23",834,147710,19,45081911,45150081,281,43,455258,7.7835,3.5264e-15,NA,NA,NA,NA,NA,NA,NA
"IK",128,3550,5,139992384,140052065,225,33,455258,2.9083,0.0018167,NA,NA,NA,NA,NA,NA,NA
"IL17RD",544,54756,3,57114010,57239345,407,40,455258,2.1517,0.01571,NA,NA,NA,NA,NA,NA,NA
"IL24",406,11009,1,207035630,207087484,143,25,455258,2.607,0.0045665,NA,NA,NA,NA,NA,NA,NA
"IL34",826,146433,16,70578798,70704585,609,42,455258,4.462,4.0608e-06,NA,NA,NA,NA,NA,NA,NA
"IL37",483,27178,2,113635548,113686459,199,16,455258,2.56,0.0052335,NA,NA,NA,NA,NA,NA,NA
"IL4I1",893,259307,19,50382911,50467796,354,57,455258,2.5731,0.005039,NA,NA,NA,NA,NA,NA,NA
"ILF3",129,3609,19,10729937,10813095,253,25,455258,2.1308,0.016554,NA,"macrophage_Alzheimer",0.371093369522698,-1.41263740715836,0,0.25,1
"IMMT",402,10989,2,86361055,86458264,412,23,455258,1.965,0.024709,NA,"endothelial_Alzheimer",0.231383095379733,-0.536397643484291,0.125,0.429,1
"IMMT",402,10989,2,86361055,86458264,412,23,455258,1.965,0.024709,NA,"macrophage_Alzheimer",0.240420786368435,1.5079580844688,0.4,0,1
"INCA1",948,388324,17,4881425,4936214,242,43,455258,3.278,0.00052265,NA,NA,NA,NA,NA,NA,NA
"INF2",642,64423,14,105112902,105195947,391,55,455258,2.0339,0.020982,NA,"oligodendrocytes_Alzheimer",9.62419205211715e-19,-0.342975457556001,0.512,0.542,2.63635492883645e-14
"INHA",130,3623,2,220401954,220450435,176,31,455258,2.5404,0.0055358,NA,NA,NA,NA,NA,NA,NA
"INO80E",902,283899,16,29972485,30027112,112,13,455258,3.7419,9.1315e-05,NA,"endothelial_Alzheimer",0.429509577939263,-0.359593690821379,0.125,0.286,1
"INO80E",902,283899,16,29972485,30027112,112,13,455258,3.7419,9.1315e-05,NA,"macrophage_Alzheimer",0.240420786368435,1.47058935650427,0.4,0,1
"INPP5K",533,51763,17,1387869,1455182,279,24,455258,3.2416,0.00059421,NA,"macrophage_Alzheimer",0.371093369522698,-0.727099676953022,0,0.25,1
"INPP5K",533,51763,17,1387869,1455182,279,24,455258,3.2416,0.00059421,NA,"endothelial_Alzheimer",0.219302649679319,0.534250211674774,0.125,0,1
"INTS1",474,26173,7,1499913,1579018,337,17,455258,2.6205,0.0043898,NA,"macrophage_Alzheimer",0.502334954360502,0.957919848624492,0.2,0,1
"INTS1",474,26173,7,1499913,1579018,337,17,455258,2.6205,0.0043898,NA,"endothelial_Alzheimer",0.304978908217208,-0.388951618082125,0,0.143,1
"IP6K1",347,9807,3,49751728,49858973,258,28,455258,2.273,0.011513,NA,"endothelial_Alzheimer",0.576959937431562,0.458305714685708,0.25,0.143,1
"IQCD",787,115811,12,113623246,113694086,255,20,455258,2.7283,0.0031833,NA,"endothelial_Alzheimer",0.304978908217208,-0.531944454143449,0,0.143,1
"IQUB",848,154865,7,123081993,123209718,370,33,455258,1.9926,0.023154,NA,"endothelial_Alzheimer",0.219302649679319,0.534250211674774,0.125,0,1
"ITGA2B",131,3674,17,42439550,42501873,125,22,455258,2.6845,0.0036315,NA,NA,NA,NA,NA,NA,NA
"ITGAD",132,3681,16,31369633,31447826,181,40,455258,2.2032,0.01379,NA,NA,NA,NA,NA,NA,NA
"ITGAL",133,3683,16,30448983,30544506,200,40,455258,2.1631,0.015267,NA,NA,NA,NA,NA,NA,NA
"ITGAM",134,3684,16,31236288,31354213,308,20,455258,2.5752,0.0050098,NA,"macrophage_Alzheimer",0.771018624180564,0.372554115122424,0.4,0.25,1
"ITGAX",135,3687,16,31331488,31404320,231,27,455258,2.2595,0.011926,NA,"macrophage_Alzheimer",0.533388947519626,-0.333612483660017,0.6,0.75,1
"ITGAX",135,3687,16,31331488,31404320,231,27,455258,2.2595,0.011926,NA,"microglia_Alzheimer",0.000257932608823458,-0.331163297143353,0.554,0.571,1
"ITGB8",136,3696,7,20335345,20465382,521,42,455258,2.0234,0.021514,NA,"astrocytes_Alzheimer",9.15395285174536e-29,0.621994102758575,0.673,0.494,2.50754230467861e-24
"ITGB8",136,3696,7,20335345,20465382,521,42,455258,2.0234,0.021514,NA,"oligodendrocytes_Alzheimer",1.07951727046486e-52,0.420602204864141,0.614,0.433,2.9571216589844e-48
"ITGB8",136,3696,7,20335345,20465382,521,42,455258,2.0234,0.021514,NA,"macrophage_Alzheimer",0.371093369522698,-1.41263740715836,0,0.25,1
"IZUMO1",913,284359,19,49234073,49285831,200,32,455258,2.5979,0.0046896,NA,NA,NA,NA,NA,NA,NA
